Time_Taken,Sensor 1,Sensor 2,Sensor 3,Sensor 4
2431,1.087000012,1.008999944,0.889999986,0.970000029
2433,1.082999945,1.008999944,0.889999986,0.973999977
2435,1.082999945,1.008999944,0.889999986,0.973999977
2438,1.082999945,1.008999944,0.889999986,0.973999977
2440,1.082999945,1.008999944,0.889999986,0.973999977
2442,1.082999945,1.008999944,0.889999986,0.973999977
2444,1.082999945,1.008999944,0.889999986,0.976999998
2446,1.082999945,1.008999944,0.889999986,0.973999977
2448,1.082999945,1.008999944,0.889999986,0.973999977
2450,1.082999945,1.008999944,0.889999986,0.976999998
2452,1.082999945,1.008999944,0.889999986,0.973999977
2454,1.082999945,1.008999944,0.889999986,0.976999998
2456,1.082999945,1.008999944,0.889999986,0.973999977
2459,1.082999945,1.008999944,0.889999986,0.973999977
2462,1.082999945,1.008999944,0.889999986,0.973999977
2465,1.082999945,1.008999944,0.889999986,0.976999998
2468,1.082999945,1.008999944,0.889999986,0.973999977
2470,1.082999945,1.008999944,0.889999986,0.973999977
2472,1.082999945,1.008999944,0.887000024,0.973999977
2474,1.082999945,1.008999944,0.889999986,0.973999977
2476,1.082999945,1.008999944,0.889999986,0.973999977
2478,1.082999945,1.008999944,0.889999986,0.976999998
2480,1.087000012,1.008999944,0.889999986,0.973999977
2482,1.082999945,1.008999944,0.889999986,0.976999998
2484,1.082999945,1.008999944,0.889999986,0.973999977
2486,1.082999945,1.008999944,0.889999986,0.973999977
2488,1.082999945,1.008999944,0.889999986,0.973999977
2490,1.087000012,1.008999944,0.889999986,0.976999998
2493,1.082999945,1.008999944,0.889999986,0.976999998
2495,1.082999945,1.008999944,0.889999986,0.980000019
2497,1.087000012,1.008999944,0.889999986,0.976999998
2499,1.082999945,1.008999944,0.889999986,0.976999998
2501,1.087000012,1.008999944,0.889999986,0.976999998
2503,1.082999945,1.008999944,0.889999986,0.976999998
2505,1.082999945,1.008999944,0.889999986,0.980000019
2507,1.082999945,1.008999944,0.889999986,0.976999998
2509,1.082999945,1.008999944,0.889999986,0.976999998
2511,1.087000012,1.008999944,0.889999986,0.976999998
2514,1.082999945,1.008999944,0.887000024,0.976999998
2517,1.082999945,1.008999944,0.889999986,0.976999998
2520,1.087000012,1.008999944,0.889999986,0.976999998
2523,1.082999945,1.008999944,0.889999986,0.976999998
2526,1.082999945,1.008999944,0.889999986,0.976999998
2529,1.082999945,1.008999944,0.889999986,0.976999998
2531,1.087000012,1.008999944,0.889999986,0.976999998
2533,1.087000012,1.008999944,0.889999986,0.976999998
2535,1.087000012,1.008999944,0.889999986,0.976999998
2537,1.087000012,1.008999944,0.889999986,0.976999998
2539,1.087000012,1.008999944,0.889999986,0.976999998
2541,1.087000012,1.008999944,0.889999986,0.976999998
2543,1.087000012,1.008999944,0.889999986,0.976999998
2546,1.082999945,1.008999944,0.889999986,0.976999998
2548,1.087000012,1.008999944,0.889999986,0.980000019
2550,1.087000012,1.008999944,0.889999986,0.976999998
2552,1.087000012,1.008999944,0.889999986,0.976999998
2554,1.087000012,1.006000042,0.889999986,0.976999998
2556,1.087000012,1.006000042,0.889999986,0.976999998
2558,1.087000012,1.008999944,0.889999986,0.976999998
2561,1.087000012,1.008999944,0.889999986,0.976999998
2564,1.082999945,1.008999944,0.889999986,0.980000019
2567,1.087000012,1.008999944,0.889999986,0.980000019
2570,1.087000012,1.008999944,0.889999986,0.980000019
2572,1.087000012,1.008999944,0.889999986,0.976999998
2574,1.087000012,1.008999944,0.889999986,0.976999998
2576,1.087000012,1.008999944,0.889999986,0.976999998
2578,1.087000012,1.008999944,0.889999986,0.980000019
2580,1.087000012,1.008999944,0.889999986,0.976999998
2582,1.087000012,1.008999944,0.889999986,0.976999998
2584,1.087000012,1.008999944,0.889999986,0.976999998
2586,1.087000012,1.008999944,0.889999986,0.976999998
2588,1.087000012,1.008999944,0.887000024,0.976999998
2590,1.087000012,1.008999944,0.889999986,0.980000019
2592,1.087000012,1.008999944,0.889999986,0.976999998
2593,1.087000012,1.008999944,0.889999986,0.980000019
2594,1.087000012,1.008999944,0.889999986,0.976999998
2595,1.087000012,1.008999944,0.889999986,0.980000019
2596,1.082999945,1.008999944,0.889999986,0.980000019
2599,1.087000012,1.008999944,0.889999986,0.98299998
2601,1.087000012,1.008999944,0.889999986,0.980000019
2603,1.087000012,1.008999944,0.889999986,0.976999998
2605,1.087000012,1.008999944,0.889999986,0.976999998
2607,1.087000012,1.008999944,0.889999986,0.980000019
2609,1.087000012,1.008999944,0.889999986,0.976999998
2611,1.087000012,1.008999944,0.889999986,0.976999998
2613,1.087000012,1.008999944,0.887000024,0.980000019
2615,1.087000012,1.008999944,0.889999986,0.976999998
2617,1.087000012,1.008999944,0.889999986,0.976999998
2620,1.087000012,1.008999944,0.889999986,0.976999998
2623,1.087000012,1.008999944,0.887000024,0.976999998
2626,1.082999945,1.008999944,0.889999986,0.976999998
2629,1.082999945,1.008999944,0.889999986,0.976999998
2632,1.087000012,1.008999944,0.889999986,0.976999998
2635,1.087000012,1.006000042,0.887000024,0.980000019
2638,1.087000012,1.008999944,0.889999986,0.976999998
2641,1.087000012,1.008999944,0.889999986,0.980000019
2644,1.087000012,1.008999944,0.889999986,0.976999998
2647,1.082999945,1.008999944,0.887000024,0.980000019
2651,1.082999945,1.008999944,0.889999986,0.977
